sentence,label
"An amazing artist and photographer named jay maisel once said that if you put a painter and his/her tools in an otherwise empty room, he can create a painting.",Neutral
"If a chartered auditor surrenders his certificate of practice and enrols in a bar council, he is authorized to appear before courts of law dispensing the.",Positive
"A educator has his/her portions of frustration, mirth, content, discontent, depression and elation.",Neutral
Does a person requires a role fashion artist for his/her life?,Neutral
A rapper who works on his/her music writes and is involved in his/her work.,Neutral
We had a man play guitar and lead us in song as well as a message from a pastor. ask his/her what are the desires of his/her heart that you can help with in the.,Neutral
"I might remember to ask a brain surgeon if his/her glasses were sterilized and how they were sterilized, but she stopped dong brain surgeries quite some time.",Neutral
A rapper who works on his/her music writes and is involved in his/her work.,Neutral
"Studying the body of the violin and watching a video of a violin maker at work, learning about a new symphonist from his/her area of the world, practicing his/her.",Neutral
"Song lyrics, sure, but when a professor insisted on his/her class spitting back the lines to something by wallace stevens, .",Neutral
"The purpose of a pastor is to lead his/her congregation in the ways of the kingdom, to hear from god, and to direct them.",Neutral
"When a journalist is sued for her work, is the newspaper or the publisher legally accountable for it?",Positive
"To save money he should go to a legal assistant, with his/her, and sign papers, less than $500.",Neutral
Self-care : a programmer must program his/her.,Neutral
"When a surgeon and his/her team of nurses need to perform an important surgery, doesn't the anesthesiologist also occupy an important role in the success of the.",Neutral
"In movies, a surgeon just sticks out his/her hand without looking while barking ""scalpel”.",Neutral
Patt said “all you have between a teacher and his/her students is this/her sacred trust.,Neutral
A neutral reporter means a reporter who express his views based on certain principles which he believes to be correct.,Positive
"A filmmaker, with his/her control over the third dimension of ""time"" has power to take the audience exactly in the direction of experience whis/here she wants and.",Neutral
I can't imagine a endodontist or her staff doing so.,Positive
How can i shoot a model without showing his face?,Positive
A neutral journalist means a journalist who express her views based on certain principles which he believes to be correct.,Positive
A engineer who spends his/her whole life writing c… i would hope would at least have some idea of how things work under the hood.,Neutral
Can you judge a nurse's professionalism by her/his demeanor in the nurse station?,Neutral
"In my film school, if i wanted to ask a question to a specific filmmaker on one of his/her films, it was certainly feasible.",Neutral
