,word_id,word,up_votes,down_votes,author,definition
591833,1598258,12th man,401,177,83ef8b89,"The tradition of the Twelfth Man was born on the second of January 1922, when an underdog Aggie team was playing Centre College, then the nation's top ranked team. As the hard fought game wore on, and the Aggies dug deeply into their limited reserves, Coach Dana X. Bible remembered a squad man who was not in uniform. He had been up in the press box helping reporters identify players. His name was E. King Gill, and was a former football player who was only playing basketball. Gill was called from the stands, suited up, and stood ready throughout the rest of the game, which A&M finally won 22-14. When the game ended, E. King Gill was the only man left standing on the sidelines for the Aggies. Gill later said, 'I wish I could say that I went in and ran for the winning touchdown, but I did not. I simply stood by in case my team needed me.' ;; This gesture was more than enough for the Aggie Team. Although Gill did not play in the game, he had accepted the call to help his team. He came to be thought of as the Twelfth Man because he stood ready for duty in the event that the eleven men on the gridiron needed assistance. That spirit of readiness for service, desire to support, and enthusiasm helped kindle a flame of devotion among the entire student body; a spirit that has grown vigorously throughout the years. The entire student body at A&M is the Twelfth Man, and they stand during the entire game to show their support. The 12th Man is always in the stands waiting to be called upon if they are needed. ;; This tradition took on a new look in the 1980's when Coach Jackie Sherrill started the 12th Man Kick-Off Team composed of regular students through open tryouts. This 12th Man team performed very well and held opponents to one of the lowest yards per return averages in the league. Later, Head Coach R.C. Slocum changed the team to allow only one representative of the 12th Man on the kick off team. The 12th Man tradition also took musical form. The 12th Man sings this song after each game in which the Aggies are outscored."
591846,1598283,manda,205,86,71095d4b,The nickname for someone called Amanda usually.
591904,1598471,peyton manning,201,263,752552ad,Biggest faggot on the face of the earth! he is over-rated in the nfl by like 100...he has the biggest forehead in the league. Peyton is a god damn redneck and his mouth is so [crooked] its on the side of his face.
592285,1599893,man cold,973,239,2a41df87,"The name 'man cold' disguises the true terrible, debilitating disease that is the man cold. Nearly all men will die from man colds unless they are administered immediately with large amounts of mindless TV such as daytime TV, or childrens' cartoons. It is essential that they not move from bed or a comfy sofa to allow for rehabilitation, and must have tissues and man cold medicine (such as chocolate biscuits, McDonalds, or a nice cup of tea) brought to them constantly by a nearby female."
594478,1607303,lehman,212,60,8cd5df76,A large boorish man who threatens others with gay sex. A lehman is often a [bear].
594592,1607654,subhumans,125,34,398d5931,"'Subhuman'(german: untermenschen) is a term from Nazi racial ideology. Derived from 19th century racial theory, Nazi ideology held that the German nation, as Herrenvolk, had a right to rule over the world and that Germanic peoples were, as the master race (Herrenrasse), superior to other European peoples (such as Slavic peoples and Romanic peoples) and that all other peoples represented lesser races of varying degrees. Groups regarded as SUBHUMAN (Untermenschen) included inferior racial element (such as Jews, Gypsies, Poles, Altaic peoples or Africans) and asocial element (such as the mentally or physically disabled and homosexuals, but also criminals and prostitutes, beggars and tramps, leftists, liberals and political dissidents, Jehovah's Witnesses and so-called morally degenerates). Generally people who worked against the Third Reich or who were breaking its laws were regarded as Untermenschen. The term was borrowed from older 19th century sources. ;; SUBHUMAN is also a famous very politcal anarcho punk band (see also CRASS) in the 70s and 80s."
595853,1611996,man pussy,242,85,164ed9d0,[gay] expression. the male [anus] and [rectum].
596066,1612683,manginity,211,38,8f7da87d,Something you lose when you go to prison/jail.
596629,1614499,Gentleman's Wash,196,29,981d9051,To hastily clean your manhood in the basin of a pub's toilets in preparation for a forthcoming sexual act with someone you've just met.
596663,1614606,Eric Bauman,154,43,ebf5f336,"The devil behind ebaumsworld. Steals content from other websites without permission and puts it on his website to get more hits, and more money. Suprisingly, some people were completely unaware of this until http://www.ebaumsworldsucks.com launched."
596901,1615685,My Chemical Romance,279,302,f188e629,"Shitty, suckass group full of non talents. they are the worst 'rock' band ever. their lyrics don't make any sense, they claim they are 'emo' but they aren't(even though real emo still sucks). their fans are all teenyboppers who probably didn't even know rock existed before MCR. ;; (( [gerard way] is gay, also. Him and [Bert McCracken] are dating. ))"
597242,1617075,Ecce Romani,351,123,89ed459,"A series of introductory classical Latin textbooks for middle or high school level. Features humorous (whether intentionally or not) readings about the adventures of the family of Gaius Cornelius, a Roman senator, at the beginning of the first century A.D. Other characters include: Aurelia, Cornelius's wife; Marcus and Cornelia, their son and daughter; Sextus, a troublesome boy who is living with the family; Davus, the overseer of the family's country estate; Flavia, Cornelia's best friend; Eucleides the Greek tutor; Geta, a runaway slave; Valerius, Cornelia's husband 15 years her senior, and Uncle Titus, the worst arbiter bibendi of all time. ;; Literally translated, 'Ecce Romani' means, 'Look! Romans!'"
597551,1618265,g man,221,67,b78eda19,"1: (n) Any government agent, or specifically an FBI agent. Term originates from 'Machine Gun' Kelly, who used it to address the FBI agents sent to arrest him in Memphis. ;; 2: A character in the Half-Life game series."
597994,1619831,Freshman Backpack,148,29,2ccab478,A condition in which students usually [freshman] haven't yet learned how to use their lockers and carry around all their books in their backpack making them (the backpacks) stretch to breaking point.
598270,1620887,Bromance,243,297,1e9398bd,"Often leads to [brotein], it is man-on-man relations of a sexual nature. It also means dudes fucking each other"
598661,1622294,Girly man,108,61,694050bb,A man who is cowardly or pathetic. Coined 'Girly' because he is not acting macho.
598663,1622299,Chuck 'The Iceman' Liddell,120,52,394625c1,"Chuck 'The Iceman' Liddell ;; Hometown: Santa Barbara ;; Born: CA - USA, USA ;; Fighting Out Of: San Luis Obispo, California ;; Age: 36 ;; Height: 6.2 ;; Weight: 204 lbs. ;; Overall MMA Record (W-L-D): 18-3-0 ;; Strengths: Excellent striker with great leg kicks. Well-rounded grappler as well. ;; UFC History ;; UFC 57: Liddell vs. Couture 3 (2/4/06) Liddell defeated Randy Couture by KO at 1:28 of the second round. ;; UFC 54: Boiling Point (08/20/05) Chuck defeated Jeremy Horn by TKO from Strikes in 2:46 min of the fourth round. ;; UFC 52: Couture vs. Liddell (4/16/05) Chuck became the first man to ever knock out Randy Couture, winning in 2:06 of the first round to become the new UFC World Light Heavyweight Champion. ;; UFC 49: Unfinished Business (8/21/04) Chuck knocked out Vernon 'Tiger' White in 4:05 of the first round. ;; UFC 47: IT'S ON (4/02/04) Chuck knocked out longtime rival Tito Ortiz in: 38 seconds of the second round. ;; UFC 43: Meltdown (6/06/03) Chuck lost to Randy Couture by TKO in 2:39 of the third round in a fight for the interim LHW title. ;; UFC 40: Vendetta (11/22/02), Liddell knocked out tough Brazilian Renato 'Babalu' with a kick to the head at 2:55of the first round. ;; UFC 37.5: High Impact (6/22/02) Chuck defeated Vitor Belfort by unanimous decision ;; UFC 35: Throwdown(1/11/02) Chuck defeated Amar Suloev by unanimous decision. ;; UFC 33: Victory in Vegas(9/28/01) Chuck defeated Murilo Bustamante by unanimous decision. ;; UFC 31: Locked and Loaded(5/04/01) Chuck knocked out former UFC heavyweight champion Kevin Randleman at 1:18 of the first round. ;; UFC 29: Defense of the Belts (12/16/00) Chuck defeated Jeff Monson by unanimous decision. ;; UFC 22: There Can Be Only One Champion (9/24/99) Chuck defeated Shootfighter Paul Jones by ref stop at 3:53 of the first round. ;; UFC 19: Young Guns (3/05/99) Jeremy Horn defeated Chuck at 12:00 by referee stoppage due to choke out. ;; UFC 17: Redemption (5/15/98) Liddell made his debut winning a decision over boxer Noe Hernandez."
